Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
60,60,60,30,4,101135,9,4,4,1,4,0,0,0,50,39,0
61,61,61,39,4,118429,15,0,12,1,4,1,0,0,40,39,0
62,62,62,26,4,31208,12,4,4,1,4,0,0,0,40,39,0
63,63,63,33,4,281384,11,4,7,3,4,0,0,0,40,39,0
64,64,64,47,2,171807,11,0,1,1,4,0,0,0,40,39,0
65,65,65,41,4,109912,9,4,8,1,4,0,0,0,40,0,0
66,66,66,41,5,445382,7,2,3,0,4,1,15024,0,60,39,1
67,67,67,19,4,105460,15,4,8,3,4,1,0,0,20,39,0
68,68,68,46,4,170338,11,5,14,1,4,1,0,0,40,39,0
69,69,69,43,4,102606,11,2,12,0,4,1,0,0,48,39,0
70,70,70,55,4,323887,15,2,4,0,4,1,15024,0,45,39,1
71,71,71,46,4,175622,8,2,13,0,4,1,0,0,40,39,0
72,72,72,30,4,229636,11,2,7,0,4,1,0,0,40,26,0
73,73,73,21,4,388946,15,5,6,1,4,0,0,0,40,39,0
74,74,74,46,4,269034,15,2,3,0,3,1,0,0,40,6,0
75,75,75,17,0,165361,0,4,0,3,4,1,0,0,40,39,0
76,76,76,41,4,75012,11,2,7,0,4,1,0,0,50,39,0
77,77,77,69,5,174379,11,2,12,0,4,1,0,0,30,39,0
78,78,78,50,4,312477,11,2,14,0,4,1,0,0,40,39,0
79,79,79,20,4,72055,15,4,1,1,4,0,0,0,40,39,0
80,80,80,45,5,67001,15,2,7,0,4,1,0,0,50,39,0
81,81,81,23,4,213734,9,4,4,1,4,1,0,0,40,39,0
82,82,82,24,4,83141,15,5,8,1,4,1,0,1876,40,39,0
83,83,83,44,5,223881,11,2,3,0,4,1,99999,0,50,0,1
84,84,84,31,6,113752,15,2,3,0,4,1,0,0,50,39,0
85,85,85,43,4,170482,11,5,7,1,4,0,0,0,44,39,0
86,86,86,20,1,244689,1,4,8,3,4,0,0,0,10,39,0
87,87,87,55,4,160631,11,2,12,0,4,1,0,0,56,39,1
88,88,88,24,1,228724,15,4,2,1,4,1,0,0,40,39,0
89,89,89,41,0,38434,12,2,0,5,4,0,7688,0,10,39,1
90,90,90,59,4,292946,9,4,4,1,4,0,0,0,25,39,0
91,91,91,49,1,77443,5,4,8,1,2,1,0,0,20,39,0
92,92,92,33,4,176410,12,2,10,5,4,0,5178,0,10,39,1
93,93,93,59,1,98984,9,0,1,1,4,1,0,0,40,39,0
94,94,94,34,4,198751,12,4,8,1,0,1,0,0,40,39,0
95,95,95,20,4,479296,11,4,6,3,4,1,0,0,40,39,0
96,96,96,25,4,235218,9,4,4,3,4,0,0,0,40,39,0
97,97,97,49,4,164877,0,2,5,0,4,1,0,0,40,39,0
98,98,98,59,4,272087,11,2,14,0,4,1,0,0,40,39,1
99,99,99,20,4,169699,11,4,1,1,4,0,0,0,40,39,0
100,100,100,51,0,189762,15,2,0,5,4,0,0,0,18,39,0
101,101,101,33,4,202191,15,4,1,4,2,0,0,0,35,39,0
102,102,102,22,4,212261,15,4,14,3,2,1,0,0,39,39,0
103,103,103,58,6,301568,6,6,8,1,4,0,0,0,40,39,0
104,104,104,52,2,155233,11,6,1,4,4,0,0,0,28,39,0
105,105,105,36,4,75826,0,5,7,1,4,0,0,0,40,39,0
106,106,106,41,2,201520,11,2,11,0,4,1,0,0,40,39,0
107,107,107,28,4,154236,11,4,14,3,4,1,2597,0,40,39,0
108,108,108,19,4,289227,15,4,6,3,2,1,0,0,16,39,0
109,109,109,18,4,217439,11,4,8,1,4,0,0,0,28,39,0
110,110,110,18,4,179020,11,4,7,3,4,0,0,0,48,39,0
111,111,111,28,4,149624,15,2,3,0,4,1,0,0,40,39,0
112,112,112,29,4,337266,8,2,4,0,4,1,0,0,40,39,1
113,113,113,20,0,30796,11,4,0,3,4,0,0,0,20,39,0
114,114,114,40,4,103541,15,2,6,0,4,1,0,0,40,39,0
115,115,115,26,4,206721,11,4,6,4,4,1,0,0,40,39,0
116,116,116,46,4,96773,11,2,3,0,4,1,0,0,40,39,0
117,117,117,23,4,200967,1,4,8,1,4,0,0,0,24,39,0
118,118,118,44,4,180019,11,3,1,4,4,0,0,0,40,39,0
119,119,119,43,4,179866,9,0,12,4,4,0,0,0,40,39,1
120,120,120,31,2,198770,9,0,10,4,4,0,0,0,60,39,0
121,121,121,18,4,219256,15,4,12,3,4,0,0,0,25,39,0
122,122,122,19,4,248730,15,4,11,3,4,1,0,0,30,39,0
123,123,123,41,4,110732,15,0,13,1,4,0,0,0,40,39,0
124,124,124,41,4,181020,11,0,6,4,4,0,0,0,40,39,0
125,125,125,69,4,183791,11,0,1,1,4,0,0,0,25,39,0
126,126,126,48,1,42972,10,2,10,5,4,0,0,0,40,39,1
127,127,127,28,4,134813,11,4,10,3,4,1,0,0,40,39,0
128,128,128,27,6,115438,11,2,3,0,4,1,0,0,60,21,1
129,129,129,41,4,239296,12,2,10,0,4,1,0,2415,50,39,1
130,130,130,41,4,428420,15,2,1,0,4,1,0,0,40,39,0
131,131,131,24,4,247846,11,4,3,4,2,0,0,0,40,39,0
132,132,132,20,0,334105,11,4,0,1,4,0,0,0,40,39,0
133,133,133,42,5,100793,10,2,10,0,4,1,0,0,41,39,1
134,134,134,57,4,244478,11,2,3,0,2,1,0,0,48,39,0
135,135,135,30,4,142921,7,4,10,1,4,0,0,0,40,39,0
136,136,136,36,4,182863,11,2,12,0,4,1,0,0,60,39,1
137,137,137,49,4,171128,5,2,7,0,2,1,0,0,40,39,0
138,138,138,33,4,145402,11,2,7,5,4,0,0,0,35,39,0
139,139,139,23,4,306309,0,2,5,0,4,1,0,0,40,39,0
140,140,140,46,4,83822,12,2,10,0,4,1,0,0,40,39,0
141,141,141,18,4,262118,15,4,1,3,1,0,0,0,22,11,0
142,142,142,40,4,155972,11,2,4,0,4,1,7688,0,55,39,1
143,143,143,43,5,214503,11,2,4,0,4,1,0,1887,45,39,1
144,144,144,34,4,159303,12,4,10,3,4,0,0,0,30,39,0
145,145,145,47,6,174995,11,6,4,1,4,0,0,0,30,39,0
146,146,146,44,4,26669,8,6,4,4,4,0,0,0,30,39,0
147,147,147,33,4,177727,11,2,12,0,4,1,0,0,40,39,1
148,148,148,55,4,124771,9,2,4,0,4,1,15024,0,50,39,1
149,149,149,19,4,456736,11,4,12,1,4,1,2907,0,30,39,0
150,150,150,28,4,216604,15,4,8,1,2,1,0,0,14,39,0
151,151,151,27,4,221561,1,2,8,5,2,0,0,0,32,39,0
152,152,152,50,4,114564,5,2,7,0,4,1,0,0,20,39,0
153,153,153,22,4,315476,1,4,3,4,4,1,0,0,40,39,0
154,154,154,40,7,67874,9,2,1,0,4,1,0,1887,45,39,1
155,155,155,25,4,126110,15,4,1,3,4,0,0,0,40,39,0
156,156,156,26,2,102264,11,4,3,1,4,1,0,0,40,39,0
157,157,157,22,4,537222,9,4,12,1,4,1,0,0,25,39,0
158,158,158,42,4,113732,15,4,6,4,2,0,0,625,40,39,0
159,159,159,38,5,93225,9,0,4,1,4,1,0,0,40,39,0
160,160,160,55,4,43064,1,2,8,0,4,1,0,0,30,39,0
161,161,161,32,4,136921,11,2,12,0,4,1,0,0,40,39,0
162,162,162,22,4,388885,11,2,3,0,4,1,0,0,45,39,0
163,163,163,29,4,142249,9,4,12,3,4,1,0,0,40,39,0
164,164,164,46,7,56841,12,2,4,0,4,1,0,0,45,39,1
165,165,165,31,4,156493,15,2,4,0,4,1,0,0,40,39,1
166,166,166,58,6,159021,10,2,10,0,4,1,0,0,16,39,1
167,167,167,42,4,190910,11,2,3,0,4,1,0,0,45,39,0
168,168,168,18,4,41879,11,4,6,4,4,1,0,0,25,39,0
169,169,169,58,2,137249,11,0,4,1,4,1,0,0,33,39,0
170,170,170,54,4,236157,11,2,10,0,4,1,0,1887,40,39,1
171,171,171,34,4,189759,12,4,10,1,4,1,0,0,40,39,0
172,172,172,26,4,239877,9,4,1,1,4,0,0,0,40,39,0
173,173,173,61,4,21175,2,2,4,0,4,1,0,0,60,39,0
174,174,174,48,2,67229,12,5,1,4,2,0,0,0,40,39,0
175,175,175,36,4,236391,15,2,4,0,4,1,0,0,45,39,1
176,176,176,24,4,325596,8,2,7,0,4,1,0,0,45,39,0
177,177,177,40,4,83411,15,2,7,0,4,1,0,0,37,39,0
178,178,178,33,5,154227,11,2,12,0,4,1,0,0,50,39,1
179,179,179,37,4,248010,15,2,7,0,4,1,0,1887,40,39,1
180,180,180,34,4,198613,12,4,4,3,4,1,4650,0,40,39,0
181,181,181,56,5,321529,15,2,4,0,4,1,15024,0,40,39,1
182,182,182,28,0,168524,11,2,0,3,4,0,0,0,38,39,1
183,183,183,37,4,203079,9,6,4,1,4,0,0,0,55,39,0
184,184,184,44,4,284652,11,0,12,4,2,0,0,0,40,39,0
185,185,185,64,0,201368,15,2,0,0,4,1,0,0,8,39,0
186,186,186,54,4,59840,11,0,6,1,4,1,0,0,45,39,0
187,187,187,23,4,52753,11,4,7,1,4,1,0,0,50,39,0
188,188,188,34,7,513100,9,3,5,1,2,1,0,0,40,0,0
189,189,189,22,4,199266,11,4,8,1,4,0,0,0,45,39,0
190,190,190,33,4,196385,9,2,4,0,4,1,0,1977,40,39,1
191,191,191,39,4,163205,9,5,10,1,4,1,0,0,50,39,1
192,192,192,47,4,411047,15,0,1,1,2,0,0,0,37,39,0
193,193,193,79,0,48574,5,6,0,1,4,1,0,0,40,39,0
194,194,194,26,4,209440,11,4,10,4,2,0,0,0,55,39,0
195,195,195,31,4,56964,15,0,4,4,4,0,0,0,40,39,0
196,196,196,44,4,299197,15,4,14,1,4,1,0,0,45,39,0
197,197,197,42,5,240628,14,2,10,5,4,0,0,0,50,39,1
198,198,198,19,4,355313,11,4,7,1,4,0,0,0,40,39,0
199,199,199,27,4,132267,11,2,6,0,4,1,0,0,40,39,1
200,200,200,51,2,174861,15,2,11,0,4,1,0,0,40,39,1
201,201,201,28,5,142443,9,2,4,0,4,1,0,0,50,39,0
202,202,202,57,4,26716,9,0,3,1,4,1,0,0,45,39,0
203,203,203,45,2,185588,9,0,10,4,4,0,0,0,40,39,0
204,204,204,50,4,175029,8,2,10,0,4,1,0,0,40,39,1
205,205,205,34,5,34848,9,2,12,0,4,1,0,0,54,39,0
206,206,206,45,4,411273,5,2,3,0,2,1,0,0,40,39,0
207,207,207,73,2,143437,11,2,4,0,4,1,0,0,20,39,0
208,208,208,34,4,357145,9,2,10,5,4,0,0,0,50,39,1
209,209,209,31,4,236861,15,2,12,0,4,1,0,0,55,39,1
210,210,210,19,4,53355,1,4,12,1,4,1,0,0,12,39,0
211,211,211,25,4,29106,15,4,8,3,4,0,0,0,50,39,0
212,212,212,38,1,213274,8,0,3,4,4,0,6497,0,40,39,0
213,213,213,39,4,22463,9,2,14,0,4,1,0,0,40,39,0
214,214,214,23,4,180497,9,4,13,3,2,0,0,0,32,39,0
215,215,215,49,4,37306,11,2,7,0,4,1,0,0,40,39,0
216,216,216,33,1,137814,11,4,8,1,4,1,0,0,32,39,0
217,217,217,21,4,447488,4,4,7,2,4,1,0,0,38,26,0
218,218,218,31,4,220915,8,5,3,1,4,1,0,0,40,39,0
219,219,219,23,4,42251,9,4,4,1,4,0,0,0,45,39,0
220,220,220,34,4,162312,9,2,1,0,1,1,0,0,40,30,0
221,221,221,25,4,77698,11,4,7,1,1,0,0,0,40,30,0
222,222,222,39,4,282951,11,4,3,4,4,1,0,0,40,39,0
223,223,223,52,5,311259,11,2,12,0,4,1,0,0,40,39,1
224,224,224,63,2,65479,6,2,14,0,4,1,7688,0,40,39,1
225,225,225,41,4,277256,15,2,3,0,4,1,0,0,40,39,0
226,226,226,46,4,312088,9,2,10,0,4,1,15024,0,38,39,1
227,227,227,53,2,169719,11,2,4,0,4,1,0,0,40,39,0
228,228,228,25,0,270276,6,5,0,1,4,0,1055,0,40,39,0
229,229,229,77,0,172744,15,2,0,0,4,1,0,0,35,39,0
230,230,230,18,4,96869,2,4,9,3,4,1,0,0,40,39,0
231,231,231,38,4,237943,14,2,10,0,4,1,0,0,50,39,0
232,232,232,55,4,119751,12,4,4,4,1,0,0,0,50,37,0
233,233,233,34,4,236861,11,2,13,0,4,1,0,0,40,39,1
234,234,234,80,6,201092,11,2,8,0,4,1,0,0,30,39,0
235,235,235,34,4,147215,8,0,13,4,4,0,0,0,60,39,0
236,236,236,52,4,152373,15,2,13,0,4,1,5013,0,40,39,0
237,237,237,42,4,227968,11,4,8,4,2,0,0,0,28,14,0
238,238,238,26,4,362617,15,4,12,1,4,0,0,0,40,39,0
239,239,239,31,4,103435,11,2,14,0,4,1,0,0,40,39,0
240,240,240,25,2,281412,11,4,8,3,4,0,0,0,35,39,0
241,241,241,55,6,105239,11,2,3,0,4,1,0,2057,60,39,0
242,242,242,19,4,230165,15,4,8,3,4,0,0,0,12,39,0
243,243,243,62,6,177493,15,2,14,0,4,1,0,0,32,39,0
244,244,244,22,1,104443,15,4,1,3,4,0,0,0,20,39,0
245,245,245,39,0,110342,11,2,0,5,4,0,0,0,50,39,0
246,246,246,35,4,143385,11,2,6,0,4,1,0,0,40,39,0
247,247,247,28,4,107189,11,2,12,3,4,0,0,0,40,39,0
248,248,248,47,4,212944,11,2,14,0,4,1,0,0,70,39,1
249,249,249,44,7,138634,11,2,7,0,4,1,0,0,40,39,0
250,250,250,21,4,99970,15,4,12,3,4,1,0,0,15,39,0
251,251,251,35,4,203717,8,4,3,1,4,1,0,0,50,39,0
252,252,252,24,4,313956,9,2,10,0,4,1,0,0,40,39,1
253,253,253,42,1,177937,9,4,10,1,4,1,0,0,40,0,0
254,254,254,28,4,193868,9,4,13,3,4,1,0,0,50,39,0
255,255,255,21,4,250939,15,4,7,2,4,1,0,0,35,39,0
256,256,256,62,1,57629,15,0,13,1,2,1,4650,0,40,39,0
257,257,257,39,4,281768,11,4,8,1,2,0,0,0,40,39,0
258,258,258,30,7,260782,11,4,8,1,4,1,0,0,40,39,0
259,259,259,72,6,243769,14,4,10,1,4,1,0,1429,20,39,0
260,260,260,50,4,109937,15,2,4,5,4,0,0,0,50,39,0
261,261,261,28,2,134890,12,4,10,1,4,1,0,0,40,39,0
262,262,262,29,4,100293,15,4,10,1,4,0,0,0,40,39,0
263,263,263,26,4,132179,9,4,1,3,4,0,0,0,40,39,0
264,264,264,27,4,116372,12,4,4,1,4,0,0,0,40,39,0
265,265,265,29,4,255412,15,2,6,0,4,1,3103,0,40,39,1
266,266,266,61,0,195789,11,2,0,0,4,1,0,0,40,39,0
267,267,267,29,4,342400,0,2,3,0,4,1,0,0,25,39,0
268,268,268,21,0,65481,15,4,0,3,4,0,0,0,30,39,0
269,269,269,31,4,169085,1,2,12,5,4,0,0,0,20,39,0
270,270,270,25,4,177221,11,2,4,0,4,1,0,0,75,39,0
271,271,271,58,4,65325,0,2,14,0,4,1,0,0,40,39,1
272,272,272,64,4,118944,15,2,4,5,4,0,0,0,40,39,1
273,273,273,46,7,149337,12,4,4,1,4,1,0,0,38,39,0
274,274,274,53,0,237868,11,2,0,0,4,1,0,0,35,39,1
275,275,275,19,4,106183,11,4,8,3,0,0,0,0,35,39,0
276,276,276,42,4,226388,11,0,8,1,2,1,0,0,52,39,0
277,277,277,18,4,220754,1,4,6,3,4,1,0,0,24,39,0
278,278,278,58,5,204021,9,2,3,0,4,1,15024,0,50,39,1
279,279,279,20,4,347391,15,4,11,1,2,1,0,0,60,39,0
280,280,280,35,1,413930,11,2,3,0,4,1,0,0,40,39,1
281,281,281,32,4,174201,11,2,6,0,4,1,0,0,38,39,1
282,282,282,23,4,145917,11,4,6,1,4,0,0,0,25,39,0
283,283,283,31,4,241797,15,0,13,4,4,0,0,0,40,39,0
284,284,284,33,4,265168,9,2,12,0,2,1,0,0,55,39,0
285,285,285,41,4,171234,15,4,7,1,4,0,0,0,48,39,0
286,286,286,22,4,178452,11,4,7,3,2,1,0,0,40,39,0
287,287,287,46,4,157857,15,2,11,0,4,1,0,0,40,39,1
288,288,288,61,1,512864,15,2,14,0,2,1,0,0,40,39,0
289,289,289,30,4,296462,11,4,4,1,2,1,0,0,40,39,0
290,290,290,42,4,171615,11,2,4,0,4,1,0,0,55,39,1
291,291,291,63,4,214071,0,2,6,0,4,1,0,0,40,39,0
292,292,292,26,4,172421,15,2,12,0,4,1,0,0,40,39,0
293,293,293,42,4,195488,0,0,1,4,4,0,0,0,40,39,0
294,294,294,23,4,316841,15,2,8,0,4,1,0,0,40,39,0
295,295,295,25,4,236267,11,4,7,4,4,1,0,1590,40,39,0
296,296,296,30,4,236543,6,2,8,0,4,1,0,0,32,8,1
297,297,297,23,4,318483,11,4,12,3,4,1,0,0,40,39,0
298,298,298,34,6,163756,8,4,5,1,4,1,27828,0,60,39,1
299,299,299,30,4,238186,11,2,7,2,4,1,0,2057,48,39,0
300,300,300,39,4,329980,15,2,3,0,4,1,0,0,40,39,1
301,301,301,30,4,169269,1,4,6,2,4,1,0,1721,38,33,0
302,302,302,38,2,34744,15,0,1,4,4,0,0,0,38,39,0
303,303,303,26,4,98114,11,0,4,3,4,0,0,0,40,39,0
304,304,304,20,4,109667,15,4,6,3,4,1,0,0,16,39,0
305,305,305,37,2,263690,9,4,10,4,2,1,0,0,40,0,0
306,306,306,33,4,147430,11,2,1,3,4,0,0,0,40,39,0
307,307,307,24,4,224238,9,4,1,3,4,1,0,0,40,39,0
308,308,308,42,5,212894,9,2,4,0,4,1,0,0,60,39,1
309,309,309,51,6,136708,11,2,12,0,1,1,3103,0,84,40,0
310,310,310,56,2,38573,7,2,13,0,4,1,0,0,45,39,1
311,311,311,22,4,197200,15,4,6,3,4,1,0,0,40,39,0
312,312,312,52,6,182796,15,2,5,0,4,1,0,0,60,39,0
313,313,313,44,4,184527,9,0,4,4,4,0,4934,0,45,39,1
314,314,314,34,4,145231,11,2,1,5,4,0,4064,0,35,39,0
315,315,315,51,4,43354,15,0,3,1,4,1,0,0,42,39,1
316,316,316,20,0,318865,15,4,0,1,4,1,0,0,40,39,0
317,317,317,19,4,355712,15,4,12,1,4,0,0,0,25,39,0
318,318,318,37,4,98776,9,2,4,0,4,1,0,0,40,39,1
319,319,319,68,4,257557,11,2,7,0,2,1,0,0,40,39,1
320,320,320,22,4,102258,15,0,11,1,4,1,0,0,40,39,0
321,321,321,56,5,170287,9,2,4,0,4,1,0,0,40,39,0
322,322,322,37,4,243409,11,2,3,0,4,1,0,0,40,39,0
323,323,323,52,4,55608,3,2,7,0,4,1,0,0,40,26,0
324,324,324,26,4,248057,11,5,6,3,4,1,0,0,40,33,0
325,325,325,33,4,95530,12,2,10,0,4,1,0,0,50,39,0
326,326,326,45,2,54038,12,0,10,4,4,0,0,0,42,39,0
327,327,327,18,4,161245,1,4,8,3,4,1,0,0,15,39,0
328,328,328,43,6,388725,15,2,5,0,4,1,0,0,60,39,1
329,329,329,64,6,71807,10,2,10,0,4,1,15024,0,50,0,1
330,330,330,18,4,228216,11,4,6,3,4,1,0,0,20,39,0
331,331,331,20,0,303121,15,4,0,3,4,1,0,0,45,39,0
332,332,332,57,4,78020,11,2,3,0,4,1,0,0,40,39,1
333,333,333,41,4,249254,11,0,1,4,4,0,3674,0,42,39,0
334,334,334,34,4,87218,12,2,4,0,4,1,0,1887,50,39,1
335,335,335,19,4,304299,11,4,12,4,4,0,0,0,40,39,0
336,336,336,44,4,196234,6,0,8,4,4,0,0,0,55,6,0
337,337,337,56,4,197875,0,6,8,4,4,0,0,0,40,39,0
338,338,338,36,5,48063,11,2,5,0,4,1,0,0,80,39,0
339,339,339,48,4,253596,9,0,4,4,4,0,0,0,48,39,0
340,340,340,29,4,39257,11,2,14,0,4,1,0,0,40,39,1
341,341,341,33,4,56150,9,4,3,1,4,1,2174,0,40,39,0
342,342,342,31,4,179415,4,2,8,0,4,1,0,0,40,26,0
343,343,343,39,4,252445,12,2,10,0,4,1,0,0,45,39,1
344,344,344,66,4,275918,11,2,4,0,4,1,10605,0,40,39,1
345,345,345,27,4,106562,9,4,10,1,4,0,0,0,50,39,1
346,346,346,39,4,198654,11,0,4,4,2,0,99999,0,40,39,1
347,347,347,59,4,107318,5,2,3,0,4,1,5178,0,50,39,1
348,348,348,26,4,181896,11,4,8,3,4,0,0,0,40,39,0
349,349,349,31,4,106014,8,0,3,4,4,1,0,0,40,39,0
350,350,350,45,0,319993,11,6,0,4,4,0,0,0,40,26,0
351,351,351,23,4,197997,11,4,6,3,4,1,0,0,30,39,0
352,352,352,36,2,173542,11,0,1,4,4,0,0,0,40,39,0
353,353,353,34,4,207564,15,2,8,5,4,0,0,0,12,39,1
354,354,354,32,4,224462,11,2,14,0,4,1,0,0,84,39,1
355,355,355,37,4,123361,9,2,10,0,2,1,0,0,50,39,1
356,356,356,33,4,90409,9,4,12,1,4,1,0,0,45,39,0
357,357,357,50,6,165001,14,2,10,0,4,1,99999,0,80,39,1
358,358,358,32,1,149573,7,4,11,1,2,1,0,0,40,39,0
359,359,359,35,4,249456,9,4,1,3,2,0,0,0,40,39,0
360,360,360,37,4,149898,1,2,3,0,4,1,0,0,40,39,0
361,361,361,44,4,292985,15,0,3,1,4,1,0,0,60,39,0
362,362,362,57,4,50223,15,0,6,2,4,1,0,0,25,39,0
363,363,363,29,2,400074,15,2,4,3,4,0,0,0,40,39,0
364,364,364,55,4,197399,11,2,3,0,4,1,0,0,50,39,1
365,365,365,43,5,209547,14,2,10,0,4,1,0,0,25,39,1
366,366,366,43,4,52433,15,2,12,0,4,1,0,0,70,39,0
367,367,367,45,6,355978,15,2,12,0,4,1,0,0,60,39,1
368,368,368,33,6,48214,12,2,10,5,4,0,0,0,8,39,0
369,369,369,26,4,190873,0,0,8,4,4,0,0,0,40,11,0
370,370,370,23,4,278390,15,2,12,0,4,1,0,0,68,39,0
371,371,371,41,4,203217,5,5,3,1,4,1,0,0,40,26,0
372,372,372,24,4,279175,11,2,3,0,4,1,0,0,40,39,0
373,373,373,47,6,194590,9,2,12,0,4,1,0,0,44,39,0
374,374,374,34,6,198813,11,4,3,3,4,1,0,0,45,39,0
375,375,375,40,4,187294,11,2,4,0,4,1,0,0,40,39,1
376,376,376,28,4,302903,9,2,10,5,1,0,0,1485,40,39,0
377,377,377,24,4,154835,11,4,4,3,1,0,0,0,40,35,0
378,378,378,73,0,73402,15,2,0,0,4,1,0,0,10,39,0
379,379,379,23,4,100345,11,4,3,2,4,1,0,0,15,39,0
380,380,380,43,6,126320,11,2,4,0,2,1,0,0,40,39,1
381,381,381,26,4,142226,9,0,13,1,4,0,0,0,40,39,0
382,382,382,58,6,112076,10,1,4,5,4,0,0,1485,35,39,1
383,383,383,52,4,225339,11,6,1,4,2,0,0,0,35,39,0
384,384,384,29,4,211208,1,2,14,0,4,1,0,0,99,39,1
385,385,385,47,4,200808,1,2,8,0,4,1,0,0,35,4,0
386,386,386,49,4,220618,11,0,1,4,2,0,0,0,37,39,0
387,387,387,40,4,210493,1,6,1,4,4,0,0,0,40,39,0
388,388,388,62,6,369734,11,2,1,5,4,0,0,0,40,39,0
389,389,389,49,4,27898,11,2,4,0,4,1,0,1977,55,39,1
390,390,390,50,4,138193,9,0,10,2,4,0,0,0,50,39,1
391,391,391,31,4,224234,11,4,14,3,2,1,0,0,40,39,0
392,392,392,48,2,188741,12,4,10,1,4,0,0,0,50,39,0
